StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q51_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q25,Q26,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q29,Q30_1,Q31,Q32,Q32_9_TEXT,Q33,Q33_9_TEXT,Q34,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q45,Q46,Q51_1 - Sentiment,Q51_1 - Sentiment Score,Q51_1 - Sentiment Polarity,Q51_1 - Topics
2019-06-14 13:50:04,2019-06-14 14:32:16,IP Address,134.48.162.192,100,2531,True,2019-06-14 14:32:16,R_083YJWBNjWzjmPn,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,25,8,2,4,17,10,18,Mental Demand,Frustration,Mental Demand,Frustration,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Neutral,Somewhat unfamiliar,Very poorly,Very poorly,Very poorly,Somewhat useful,Neither useful nor useless,Somewhat useful,Neither,23,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Student,For-profit company or business,,"Less than $25,000",No,No,No,Strongly agree,Somewhat agree,0,Somewhat Libertarian,Somewhat fiscally conservative,Neutral,0,0,Unknown
2019-06-17 07:53:25,2019-06-17 08:09:46,IP Address,134.48.163.210,100,980,True,2019-06-17 08:09:47,R_2R7IAUT1XOhOjxP,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,26,7,1,8,11,5,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Very unfamiliar,Very unfamiliar,Very poorly,Neither well nor poorly,Neither well nor poorly,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Neither,21,No,East Asian,,Female,,Currently enrolled in college,Unmarried/Single,Student,For-profit company or business,,"$75,000 to $99,999",No,No,No,Agree,Agree,2,Somewhat Authoritarian,Somewhat fiscally Liberal,Positive,1,0,Unknown
2019-06-17 08:26:36,2019-06-17 09:31:31,IP Address,134.48.163.210,100,3894,True,2019-06-17 09:31:32,R_2AGqyHIioluuMkK,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,14,4,0,2,2,4,0,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Very unfamiliar,Very unfamiliar,Very poorly,Very poorly,Very poorly,Somewhat useless,Somewhat useless,Somewhat useless,Neither,21,Yes,White,,Female,,Currently enrolled in college,Unmarried/Single,Part-time employment,For-profit company or business,,"$50,000 to $74,999",No,Yes,No,Somewhat disagree,Strongly agree,5,Somewhat Libertarian,Fiscally conservative,Positive,1,0,Unknown
2019-06-17 12:43:35,2019-06-17 13:17:49,IP Address,134.48.163.210,100,2054,True,2019-06-17 13:17:49,R_25ZoDRKUz5HAopO,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,27,7,1,1,5,7,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Physical Demand,Effort,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Very unfamiliar,Somewhat unfamiliar,Very poorly,Very poorly,Somewhat poorly,Neither useful nor useless,Neither useful nor useless,Somewhat useful,Neither,21,Yes,White,,Female,,Currently enrolled in college,Unmarried/Single,Student,Not currently employed,,"$35,000 to $49,999",No,Yes,No,Somewhat agree,Somewhat agree,3,Somewhat Libertarian,Somewhat fiscally Liberal,Neutral,0,0,Unknown
2019-06-17 15:23:36,2019-06-17 17:18:54,IP Address,134.48.162.239,100,6917,True,2019-06-17 17:18:54,R_2rYmyI8N9W5Mkmh,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,28,3,1,10,18,2,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Mental Demand,Very unfamiliar,Somewhat unfamiliar,Somewhat poorly,Somewhat poorly,Somewhat well,Somewhat useful,Neither useful nor useless,Neither useful nor useless,Neither,28,Yes,"White,Central American Native, South American Native, Chicano, or Mestizo",,Female,,Bachelor's degree,Unmarried/Single,Part-time employment,For-profit company or business,,"Less than $25,000",No,No,Yes,Agree,Neither agree nor disagree,1,Somewhat Authoritarian,Somewhat fiscally Liberal,Neutral,0,0,Unknown
2019-06-18 10:23:06,2019-06-18 10:49:00,IP Address,134.48.163.210,100,1553,True,2019-06-18 10:49:01,R_27882mSrjxTnpZA,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,30,13,2,10,11,13,15,Mental Demand,Frustration,Mental Demand,Temporal Demand,Effort,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat unfamiliar,Neither well nor poorly,Somewhat well,Very well,Very useful,Somewhat useful,Very useful,Neither,20,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Student,Not currently employed,,"Less than $25,000",No,Yes,Yes,Somewhat agree,Somewhat disagree,5,Neutral,Fiscally Liberal,Neutral,0,0,Unknown
2019-06-18 12:57:07,2019-06-18 13:14:38,IP Address,134.48.163.210,100,1050,True,2019-06-18 13:14:38,R_1nPBFVGIaXYiv1A,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,29,11,1,8,9,7,12,Mental Demand,Performance,Mental Demand,Frustration,Effort,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Somewhat poorly,Somewhat poorly,Neither well nor poorly,Somewhat useful,Somewhat useful,Somewhat useful,Both,21,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Student,For-profit company or business,,"$150,000 or more",Yes,No,Yes,Agree,Neither agree nor disagree,1,Somewhat Authoritarian,Somewhat fiscally Liberal,Neutral,0,0,Unknown
2019-06-18 13:33:02,2019-06-18 14:40:58,IP Address,134.48.163.210,100,4076,True,2019-06-18 14:40:59,R_2COhzgiamn4FMjQ,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,50,3,1,1,12,1,1,Mental Demand,Frustration,Performance,Frustration,Effort,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Frustration,Temporal Demand,Effort,Mental Demand,Temporal Demand,Somewhat familiar,Neutral,Somewhat poorly,Somewhat poorly,Neither well nor poorly,Somewhat useless,Somewhat useless,Somewhat useful,Neither,30,No,White,,Female,,Currently enrolled in college,Married,Student,"Non-profit, tax-exempt, or charitable organization",,"$50,000 to $74,999",Yes,Yes,No,Strongly agree,Agree,2,Somewhat Libertarian,Somewhat fiscally Liberal,Positive,1,0,Unknown
2019-06-18 15:13:51,2019-06-18 15:54:12,IP Address,134.48.163.210,100,2420,True,2019-06-18 15:54:12,R_1d6av4naxbHCYF9,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,31,12,3,2,7,10,6,Mental Demand,Frustration,Performance,Frustration,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Mental Demand,Somewhat unfamiliar,Somewhat unfamiliar,Very poorly,Somewhat poorly,Somewhat well,Somewhat useless,Somewhat useless,Somewhat useful,MPD,30,No,White,,Female,,Bachelor's degree,Unmarried/Single,Part-time employment,"Non-profit, tax-exempt, or charitable organization",,"Less than $25,000",No,Yes,Yes,Disagree,Disagree,0,Libertarian,Fiscally Liberal,Neutral,0,0,Unknown
2019-06-19 09:07:13,2019-06-19 10:41:02,IP Address,134.48.163.210,100,5629,True,2019-06-19 10:41:03,R_ZKpiQsInwScKQet,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,51,4,1,1,16,3,3,Mental Demand,Performance,Performance,Temporal Demand,Effort,Physical Demand,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Temporal Demand,Very unfamiliar,Very unfamiliar,Somewhat poorly,Somewhat poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Aldermanic,21,No,South Asian,,Male,,Bachelor's degree,Unmarried/Single,Student,Not currently employed,,"Less than $25,000",No,No,No,Strongly agree,Somewhat agree,2,Somewhat Authoritarian,Fiscally Liberal,Neutral,0,0,Unknown
2019-06-18 10:59:45,2019-06-19 10:56:31,IP Address,134.48.162.239,100,86205,True,2019-06-19 10:56:31,R_1kHA3JGi0mkZRVT,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,34,8,1,0,14,8,0,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Physical Demand,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very familiar,Somewhat poorly,Somewhat poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Neither,20,Yes,White,,Female,,Currently enrolled in college,Unmarried/Single,Part-time employment,"Non-profit, tax-exempt, or charitable organization",,"Less than $25,000",Yes,Yes,Yes,Agree,Somewhat agree,4,Neutral,Somewhat fiscally Liberal,Positive,1,0,Unknown
2019-06-19 14:00:34,2019-06-19 14:32:25,IP Address,134.48.163.210,100,1910,True,2019-06-19 14:32:25,R_1KpVGi6aKQnFcId,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,38,12,1,4,14,4,2,Mental Demand,Performance,Mental Demand,Frustration,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Mental Demand,Very unfamiliar,Very unfamiliar,Very poorly,Very poorly,Neither well nor poorly,Somewhat useful,Somewhat useful,Somewhat useful,Aldermanic,20,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Part-time employment,Other (please specify),University,"$150,000 or more",Yes,Yes,No,Strongly agree,Strongly agree,5,Neutral,Somewhat fiscally conservative,Positive,1,0,Unknown
2019-06-19 14:53:48,2019-06-19 15:48:26,IP Address,134.48.163.210,100,3277,True,2019-06-19 15:48:26,R_1GJykBYz6mLfuG5,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,32,9,1,5,14,7,2,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Performance,Performance,Temporal Demand,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very unfamiliar,Neither well nor poorly,Somewhat well,Somewhat well,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Neither,21,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Part-time employment,Government (including law enforcement),,"Less than $25,000",Yes,No,Yes,Agree,Agree,3,Somewhat Libertarian,Somewhat fiscally conservative,Neutral,0,0,Unknown
2019-06-19 16:30:38,2019-06-19 16:59:03,IP Address,134.48.163.210,100,1704,True,2019-06-19 16:59:03,R_3scqfgmHXlKXP1y,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,37,3,0,1,8,4,12,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Very unfamiliar,Very unfamiliar,Very poorly,Somewhat poorly,Somewhat poorly,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Neither,21,No,South Asian,,Female,,Currently enrolled in college,Unmarried/Single,Student,Not currently employed,,"$100,000 to $149,999",No,No,No,Somewhat agree,Agree,2,Somewhat Libertarian,Neutral,Neutral,0,0,Unknown
2019-06-20 09:51:36,2019-06-20 10:23:17,IP Address,134.48.163.210,100,1900,True,2019-06-20 10:23:17,R_1d4vf2qTsEYr65S,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,40,10,1,2,13,6,3,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Very unfamiliar,Very unfamiliar,Very poorly,Somewhat poorly,Somewhat poorly,Somewhat useless,Somewhat useless,Somewhat useless,Aldermanic,26,No,White,,Male,,Master's degree,Unmarried/Single,Unemployed,Not currently employed,,"Less than $25,000",No,No,No,Neither agree nor disagree,Somewhat agree,2,Neutral,Fiscally Liberal,Neutral,0,0,Unknown
2019-06-19 11:33:32,2019-06-20 13:17:55,IP Address,134.48.162.239,100,92662,True,2019-06-20 13:17:55,R_3oGCuXo9wZ40j10,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,43,6,1,4,17,3,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Somewhat poorly,Very well,Somewhat well,Somewhat useless,Very useless,Neither useful nor useless,Neither,44,No,White,,"Male,Transgender male",,Master's degree,Divorced,Unemployed,Not currently employed,,"Less than $25,000",Yes,No,Yes,Somewhat disagree,Disagree,0,Somewhat Libertarian,Fiscally Liberal,Neutral,0,0,Unknown
2019-06-20 13:53:11,2019-06-20 14:39:55,IP Address,134.48.162.239,100,2803,True,2019-06-20 14:39:56,R_2PwkdfLw6Ma1zOs,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,41,6,7,4,12,8,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Physical Demand,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Neither well nor poorly,Somewhat well,Somewhat well,Somewhat useful,Somewhat useful,Somewhat useful,MPD,21,No,White,,Female,,Currently enrolled in college,Unmarried/Single,Full-time employment,For-profit company or business,,"$75,000 to $99,999",Yes,No,No,Strongly agree,Strongly agree,2,Somewhat Libertarian,Somewhat fiscally conservative,Negative,-1,0,Unknown
2019-06-20 16:18:14,2019-06-20 16:40:04,IP Address,134.48.163.210,100,1309,True,2019-06-20 16:40:04,R_3nNkg92ItRCVIVu,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,42,12,2,1,18,16,3,Mental Demand,Performance,Performance,Temporal Demand,Mental Demand,Physical Demand,Performance,Performance,Temporal Demand,Temporal Demand,Effort,Performance,Physical Demand,Mental Demand,Temporal Demand,Very familiar,Somewhat familiar,Somewhat well,Somewhat well,Somewhat well,Somewhat useful,Somewhat useful,Very useful,MPD,21,No,White,,Male,,Currently enrolled in college,Unmarried/Single,Part-time employment,For-profit company or business,,"Less than $25,000",Yes,No,Yes,Strongly agree,Strongly disagree,7,Authoritarian,Fiscally conservative,Neutral,0,0,Unknown
2019-06-20 14:53:50,2019-06-21 11:53:31,IP Address,134.48.162.239,100,75581,True,2019-06-21 11:53:31,R_XXFWiNwRmVrZ36V,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,44,10,0,0,16,1,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Very poorly,Very poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Very useful,Neither,30,No,White,,Male,,Bachelor's degree,Unmarried/Single,Full-time employment,For-profit company or business,,"$35,000 to $49,999",Yes,No,Yes,Agree,Neither agree nor disagree,3,Somewhat Libertarian,Somewhat fiscally conservative,Positive,1,0,Unknown
2019-06-21 12:02:39,2019-06-21 12:18:52,IP Address,134.48.162.239,100,973,True,2019-06-21 12:18:53,R_3HHSsgWgXfq6ZBd,,,,,43.0388946533203125,-87.90650177001953125,anonymous,EN,51,3,1,1,15,3,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Performance,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Temporal Demand,Neutral,Somewhat familiar,Somewhat well,Somewhat well,Very well,Somewhat useful,Neither useful nor useless,Somewhat useful,MPD,28,No,White,,Male,,High school diploma or GED,Unmarried/Single,Self-employed,For-profit company or business,,"$100,000 to $149,999",Yes,No,No,Somewhat agree,Neither agree nor disagree,7,Somewhat Authoritarian,Somewhat fiscally conservative,Neutral,0,0,Unknown
2019-06-24 14:36:21,2019-06-24 14:54:38,IP Address,134.48.162.239,100,1096,True,2019-06-24 14:54:38,R_ZftJ9HZUtgZrgc1,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,47,15,3,5,16,6,1,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Mental Demand,Somewhat unfamiliar,Very unfamiliar,Very poorly,Neither well nor poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Somewhat useful,MPD,22,No,White,,Female,,Bachelor's degree,Unmarried/Single,Part-time employment,For-profit company or business,,"$100,000 to $149,999",Yes,Yes,No,Somewhat agree,Somewhat agree,8,Somewhat Authoritarian,Fiscally conservative,Positive,1,0,Unknown
2019-06-24 15:15:45,2019-06-24 15:45:59,IP Address,134.48.162.239,100,1813,True,2019-06-24 15:46:00,R_1r1YgKs88IkH0aV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,48,12,1,5,14,8,18,Mental Demand,Performance,Performance,Frustration,Effort,Frustration,Effort,Performance,Effort,Temporal Demand,Frustration,Performance,Effort,Mental Demand,Temporal Demand,Very unfamiliar,Neutral,Somewhat poorly,Neither well nor poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Somewhat useful,Neither,23,No,East Asian,,Female,,Bachelor's degree,Unmarried/Single,Full-time employment,Other (please specify),university,"Less than $25,000",Yes,No,Yes,Agree,Strongly agree,5,Somewhat Libertarian,Somewhat fiscally conservative,Neutral,0,0,Unknown
2019-07-08 10:45:21,2019-07-08 11:12:17,IP Address,134.48.160.81,100,1615,True,2019-07-08 11:12:18,R_3e7TRKnhSbFUZMy,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,57,13,0,0,20,5,0,Mental Demand,Performance,Mental Demand,Temporal Demand,Effort,Physical Demand,Performance,Performance,Effort,Physical Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Very unfamiliar,Somewhat familiar,Somewhat well,Somewhat poorly,Somewhat well,Somewhat useful,Neither useful nor useless,Very useful,Aldermanic,25,Yes,Other (please specify),Mix,Female,,Bachelor's degree,Unmarried/Single,Full-time employment,Government (including law enforcement),,"$35,000 to $49,999",Yes,No,No,Somewhat agree,Somewhat agree,5,Neutral,Neutral,Neutral,0,0,Unknown
2019-07-08 16:06:17,2019-07-08 16:53:16,IP Address,134.48.160.81,100,2819,True,2019-07-08 16:53:17,R_1jJ2slyCmwbvqKg,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,55,5,1,0,19,0,0,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Physical Demand,Performance,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Somewhat well,Somewhat well,Somewhat well,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Both,44,No,Black or African American,,Male,,Bachelor's degree,Married,Full-time employment,Government (including law enforcement),,"$100,000 to $149,999",No,No,No,Strongly agree,Agree,8,Authoritarian,Somewhat fiscally conservative,Neutral,0,0,Unknown
2019-07-09 10:21:13,2019-07-09 10:50:32,IP Address,134.48.16.162,100,1758,True,2019-07-09 10:50:32,R_cXWrUCNk7JYNxex,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,54,10,0,10,10,1,0,Mental Demand,Performance,Performance,Temporal Demand,Mental Demand,Frustration,Performance,Performance,Temporal Demand,Temporal Demand,Frustration,Temporal Demand,Effort,Mental Demand,Temporal Demand,Very unfamiliar,Very unfamiliar,Very poorly,Very poorly,Somewhat well,Neither useful nor useless,Neither useful nor useless,Somewhat useful,Both,52,No,Black or African American,,Male,,Some college,Unmarried/Single,Part-time employment,Other (please specify),education,"$25,000 to $34,999",Yes,No,Yes,Strongly disagree,Disagree,0,Libertarian,Neutral,Positive,1,0,Unknown
2019-07-10 09:22:34,2019-07-10 09:32:39,IP Address,134.48.160.81,100,604,True,2019-07-10 09:32:39,R_2VQjKAICmWrab7s,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,53,14,1,0,15,9,2,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Performance,Performance,Temporal Demand,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Very familiar,Somewhat familiar,Very poorly,Somewhat poorly,Somewhat poorly,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,MPD,50,No,Black or African American,,Female,,Master's degree,Divorced,Full-time employment,Other (please specify),Higher Education (law enforcement),"$150,000 or more",Yes,Yes,No,Agree,Strongly agree,5,Neutral,Somewhat fiscally conservative,Negative,-1,0,Unknown
2019-07-10 12:48:17,2019-07-10 13:22:09,IP Address,134.48.160.30,100,2031,True,2019-07-10 13:22:09,R_1r7dGSudUDkd9DF,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,56,15,2,1,19,10,3,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Physical Demand,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very familiar,Very poorly,Somewhat well,Very well,Very useless,Very useless,Very useless,Neither,76,No,White,,Male,,Master's degree,Married,Self-employed,For-profit company or business,,"$50,000 to $74,999",No,No,Yes,Agree,Strongly agree,1,Libertarian,Fiscally Liberal,Positive,1,0,Unknown
2019-07-15 14:06:12,2019-07-15 15:12:11,IP Address,107.77.208.49,100,3958,True,2019-07-15 15:12:11,R_vVvzkDZvkzjIQYp,,,,,41.8524017333984375,-87.88449859619140625,anonymous,EN,60,5,0,0,14,2,4,Mental Demand,Performance,Mental Demand,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Frustration,Temporal Demand,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very unfamiliar,Somewhat poorly,Very poorly,Very poorly,Somewhat useful,Somewhat useful,Somewhat useful,MPD,38,Yes,White,,Male,,Currently enrolled in college,Married,Full-time employment,Government (including law enforcement),,"$75,000 to $99,999",Yes,Yes,Yes,Strongly agree,Strongly agree,7,Somewhat Authoritarian,Fiscally conservative,Neutral,0,0,Unknown
2019-07-15 14:17:18,2019-07-15 15:20:53,IP Address,134.48.161.59,100,3814,True,2019-07-15 15:20:53,R_2DTim1lRkgSqKgr,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,59,3,0,1,15,2,2,Mental Demand,Performance,Performance,Temporal Demand,Mental Demand,Frustration,Performance,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Somewhat familiar,Somewhat poorly,Somewhat well,Somewhat well,Somewhat useless,Somewhat useful,Somewhat useful,MPD,30,No,White,,Female,,Bachelor's degree,Married,Full-time employment,"Non-profit, tax-exempt, or charitable organization",,"$75,000 to $99,999",Yes,No,No,Agree,Agree,2,Neutral,Neutral,Negative,-1,0,Unknown
2019-07-16 13:20:54,2019-07-16 13:55:11,IP Address,107.77.210.22,100,2056,True,2019-07-16 13:55:11,R_cIVGW53Z5h6sGLT,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,58,16,2,5,10,14,14,Mental Demand,Frustration,Performance,Frustration,Effort,Frustration,Performance,Performance,Temporal Demand,Temporal Demand,Frustration,Temporal Demand,Effort,Frustration,Mental Demand,Neutral,Neutral,Very poorly,Somewhat poorly,Somewhat poorly,Very useless,Very useless,Very useless,Neither,39,No,White,,Male,,Bachelor's degree,Married,Unemployed,Not currently employed,,"$50,000 to $74,999",No,No,Yes,Agree,Agree,2,Somewhat Authoritarian,Neutral,Positive,1,0,Unknown
2019-07-17 11:37:19,2019-07-17 12:31:41,IP Address,134.48.163.158,100,3262,True,2019-07-17 12:31:42,R_1IB1XMDoZbu0qlC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,61,17,2,5,6,7,3,Mental Demand,Performance,Mental Demand,Frustration,Mental Demand,Frustration,Effort,Performance,Effort,Temporal Demand,Effort,Performance,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very unfamiliar,Very poorly,Somewhat poorly,Somewhat poorly,Neither useful nor useless,Neither useful nor useless,Neither useful nor useless,Neither,42,No,White,,Female,,Master's degree,Unmarried/Single,Unemployed,Not currently employed,,"Less than $25,000",No,Yes,Yes,Somewhat agree,Somewhat disagree,3,Neutral,Somewhat fiscally Liberal,Neutral,0,0,Unknown
2019-07-31 08:33:24,2019-07-31 09:18:00,IP Address,134.48.160.203,100,2676,True,2019-07-31 09:18:01,R_2aQAgQ4Pgx1kdhp,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,62,13,4,10,12,11,10,Mental Demand,Performance,Performance,Temporal Demand,Mental Demand,Frustration,Effort,Performance,Temporal Demand,Temporal Demand,Effort,Temporal Demand,Effort,Mental Demand,Mental Demand,Somewhat familiar,Very unfamiliar,Very poorly,Very poorly,Very poorly,Somewhat useless,Somewhat useless,Somewhat useless,Neither,43,No,Native American or First Nations,,Female,,Bachelor's degree,Divorced,Full-time employment,Other (please specify),Higher Education (law enforcement),"$75,000 to $99,999",Yes,No,No,Somewhat agree,Agree,4,Somewhat Authoritarian,Somewhat fiscally conservative,,,,
